customer_id,tenure_years,contract_type,is_active_member
15690164,4,One year,0
15690169,7,Two year,0
15690175,0,Month-to-month,0
15690182,5,One year,0
15690188,7,Two year,1
15690209,3,One year,0
15690231,0,Month-to-month,1
15690330,8,Two year,1
15690332,3,One year,1
15690337,5,One year,0
15690372,1,Month-to-month,0
15690440,1,Month-to-month,1
15690452,1,Month-to-month,0
15690456,7,Two year,1
15690492,6,One year,0
15690526,2,Month-to-month,0
15690540,1,Month-to-month,0
15690546,2,Month-to-month,0
15690589,9,Two year,1
15690620,10,Two year,0
15690647,8,Two year,0
15690664,10,Two year,0
15690670,2,Month-to-month,1
15690673,6,One year,0
15690678,4,One year,1
15690695,9,Two year,1
15690731,6,One year,1
15690733,4,One year,0
15690743,8,Two year,1
15690744,2,Month-to-month,0
15690772,2,Month-to-month,1
15690796,8,Two year,0
15690829,3,One year,0
15690898,8,Two year,0
15690925,2,Month-to-month,0
15690939,7,Two year,1
15690958,2,Month-to-month,1
15691004,1,Month-to-month,1
15691011,9,Two year,1
15691061,9,Two year,1
15691104,6,One year,0
15691111,8,Two year,0
15691119,4,One year,0
15691150,4,One year,1
15691170,10,Two year,1
15691287,0,Month-to-month,0
15691323,4,One year,0
15691387,9,Two year,1
15691396,5,One year,1
15691446,10,Two year,1
15691457,2,Month-to-month,1
15691483,5,One year,0
15691504,8,Two year,0
15691513,9,Two year,1
15691543,2,Month-to-month,1
15691624,2,Month-to-month,0
15691625,3,One year,0
15691627,8,Two year,1
15691647,2,Month-to-month,1
15691703,8,Two year,1
15691723,9,Two year,0
15691785,1,Month-to-month,0
15691792,8,Two year,0
15691808,7,Two year,0
15691817,5,One year,0
15691823,5,One year,1
15691840,6,One year,1
15691863,3,One year,1
15691871,9,Two year,1
15691874,9,Two year,0
15691875,5,One year,0
15691906,5,One year,0
15691910,4,One year,0
15691950,3,One year,0
15691952,10,Two year,1
15692002,6,One year,1
15692106,3,One year,0
15692110,7,Two year,0
15692132,6,One year,1
15692137,2,Month-to-month,1
15692142,7,Two year,1
15692207,6,One year,1
15692226,3,One year,1
15692235,1,Month-to-month,0
15692258,1,Month-to-month,0
15692259,9,Two year,0
15692291,6,One year,0
15692317,5,One year,0
15692406,5,One year,1
15692408,2,Month-to-month,1
15692416,8,Two year,0
15692430,2,Month-to-month,0
15692443,5,One year,0
15692463,3,One year,0
15692575,6,One year,0
15692577,10,Two year,0
15692583,5,One year,0
15692599,5,One year,0
15692631,8,Two year,1
15692664,1,Month-to-month,1
15692671,8,Two year,0
15692718,7,Two year,0
15692744,4,One year,0
15692750,7,Two year,0
15692761,9,Two year,0
15692819,1,Month-to-month,0
15692918,10,Two year,1
15692926,8,Two year,1
15692929,10,Two year,1
15692931,2,Month-to-month,1
15692977,2,Month-to-month,0
15692991,4,One year,1
15693018,10,Two year,1
15693088,9,Two year,1
15693131,3,One year,1
15693162,5,One year,0
15693199,8,Two year,0
15693200,7,Two year,0
15693203,5,One year,1
15693205,8,Two year,1
15693233,6,One year,1
15693259,1,Month-to-month,1
15693264,10,Two year,1
15693267,7,Two year,0
15693322,9,Two year,1
15693326,7,Two year,0
15693337,0,Month-to-month,1
15693347,5,One year,1
15693376,0,Month-to-month,1
15693381,1,Month-to-month,1
15693382,9,Two year,1
15693468,9,Two year,0
15693526,0,Month-to-month,0
15693543,8,Two year,1
15693637,7,Two year,1
15693683,8,Two year,1
15693690,7,Two year,0
15693704,6,One year,1
15693732,9,Two year,1
15693737,4,One year,0
15693752,2,Month-to-month,1
15693764,0,Month-to-month,0
15693771,8,Two year,0
15693814,7,Two year,0
15693817,5,One year,0
15693864,5,One year,0
15693877,3,One year,0
15693893,9,Two year,1
15693902,2,Month-to-month,1
15693904,4,One year,1
15693906,3,One year,1
15693926,0,Month-to-month,1
15693947,5,One year,0
15693996,1,Month-to-month,0
15694039,9,Two year,0
15694098,9,Two year,1
15694125,5,One year,1
15694129,3,One year,0
15694143,10,Two year,0
15694160,0,Month-to-month,0
15694188,5,One year,1
15694192,6,One year,0
15694200,8,Two year,0
15694209,3,One year,1
15694237,4,One year,0
15694253,7,Two year,1
15694272,1,Month-to-month,1
15694288,3,One year,0
15694296,9,Two year,0
15694300,4,One year,0
15694321,3,One year,0
15694349,7,Two year,1
15694366,2,Month-to-month,1
15694376,3,One year,0
15694381,8,Two year,0
15694395,1,Month-to-month,0
15694404,3,One year,1
15694408,1,Month-to-month,0
15694409,3,One year,1
15694444,8,Two year,0
15694450,5,One year,0
15694453,9,Two year,1
15694456,3,One year,1
15694506,0,Month-to-month,1
15694510,1,Month-to-month,0
15694518,0,Month-to-month,0
15694530,4,One year,1
15694556,2,Month-to-month,0
15694566,10,Two year,0
15694581,5,One year,1
15694601,4,One year,0
15694628,4,One year,0
15694641,2,Month-to-month,1
15694644,6,One year,1
15694666,8,Two year,1
15694677,1,Month-to-month,1
15694717,2,Month-to-month,1
15694765,6,One year,0
15694805,1,Month-to-month,1
15694821,4,One year,1
15694829,7,Two year,1
15694852,4,One year,1
15694859,10,Two year,1
15694860,6,One year,0
15694879,7,Two year,0
15694890,1,Month-to-month,0
15694946,9,Two year,1
15694995,2,Month-to-month,1
15695034,4,One year,0
15695078,3,One year,1
15695097,0,Month-to-month,0
15695103,6,One year,1
15695129,1,Month-to-month,1
15695148,9,Two year,1
15695168,2,Month-to-month,0
15695174,4,One year,1
15695197,7,Two year,0
15695225,8,Two year,1
15695280,8,Two year,0
15695299,2,Month-to-month,0
15695301,4,One year,1
15695339,0,Month-to-month,0
15695356,5,One year,0
15695383,9,Two year,0
15695465,6,One year,0
15695474,7,Two year,0
15695475,1,Month-to-month,1
15695492,6,One year,0
15695499,10,Two year,1
15695585,6,One year,1
15695632,9,Two year,1
15695679,2,Month-to-month,0
15695699,8,Two year,0
15695792,0,Month-to-month,1
15695819,5,One year,0
15695846,6,One year,1
15695872,1,Month-to-month,1
15695932,5,One year,1
15696047,6,One year,1
15696054,2,Month-to-month,1
15696061,1,Month-to-month,0
15696098,10,Two year,0
15696120,2,Month-to-month,0
15696141,7,Two year,0
15696175,7,Two year,1
15696231,7,Two year,1
15696277,9,Two year,0
15696287,1,Month-to-month,1
15696301,9,Two year,0
15696355,6,One year,0
15696361,7,Two year,1
15696371,1,Month-to-month,0
15696373,9,Two year,0
15696388,4,One year,1
15696506,9,Two year,0
15696514,6,One year,0
15696539,7,Two year,1
15696552,4,One year,0
15696564,0,Month-to-month,1
15696588,3,One year,1
15696605,4,One year,0
15696637,10,Two year,1
15696674,2,Month-to-month,1
15696703,3,One year,0
15696733,4,One year,0
15696744,3,One year,0
15696812,6,One year,1
15696826,1,Month-to-month,1
15696834,5,One year,0
15696852,9,Two year,1
15696859,10,Two year,0
15696900,3,One year,1
15696989,8,Two year,0
15697000,5,One year,1
15697020,2,Month-to-month,0
15697028,0,Month-to-month,1
15697034,2,Month-to-month,1
15697035,8,Two year,0
15697042,8,Two year,0
15697045,9,Two year,1
15697095,7,Two year,0
15697100,6,One year,0
15697127,2,Month-to-month,1
15697129,1,Month-to-month,0
15697183,9,Two year,0
15697201,3,One year,1
15697214,5,One year,1
15697249,3,One year,0
15697270,4,One year,1
15697283,8,Two year,0
15697307,10,Two year,0
15697310,3,One year,0
15697311,5,One year,1
15697318,9,Two year,0
15697360,2,Month-to-month,1
15697391,3,One year,0
15697424,2,Month-to-month,1
15697441,7,Two year,0
15697460,4,One year,1
15697480,7,Two year,1
15697497,9,Two year,1
15697510,7,Two year,0
15697546,3,One year,0
15697567,4,One year,1
15697574,9,Two year,1
15697597,1,Month-to-month,1
15697606,10,Two year,0
15697625,2,Month-to-month,0
15697678,6,One year,1
15697686,6,One year,1
15697691,6,One year,1
15697702,2,Month-to-month,0
15697789,3,One year,1
15697801,1,Month-to-month,1
15697844,10,Two year,0
15697879,3,One year,0
15697948,3,One year,1
15697997,5,One year,1
15698028,1,Month-to-month,0
15698031,6,One year,0
15698117,0,Month-to-month,1
15698167,0,Month-to-month,0
15698184,2,Month-to-month,0
15698246,2,Month-to-month,1
15698271,4,One year,0
15698285,4,One year,1
15698294,1,Month-to-month,0
15698321,3,One year,1
15698324,4,One year,1
15698335,8,Two year,1
15698349,4,One year,1
15698442,3,One year,1
15698462,4,One year,1
15698474,1,Month-to-month,1
15698510,9,Two year,0
15698522,9,Two year,0
15698528,3,One year,1
15698572,1,Month-to-month,0
15698619,9,Two year,1
15698664,2,Month-to-month,0
15698703,5,One year,1
15698716,3,One year,0
15698732,3,One year,0
15698749,6,One year,0
15698758,1,Month-to-month,1
15698786,9,Two year,0
15698791,3,One year,0
15698792,6,One year,1
15698816,4,One year,1
15698839,4,One year,1
15698872,2,Month-to-month,0
15698902,1,Month-to-month,0
15698927,7,Two year,1
15698932,10,Two year,0
15698953,1,Month-to-month,1
15699005,2,Month-to-month,1
15699029,4,One year,0
15699047,9,Two year,1
15699095,3,One year,1
15699195,3,One year,1
15699225,0,Month-to-month,0
15699238,8,Two year,0
15699247,5,One year,1
15699257,2,Month-to-month,0
15699284,8,Two year,0
15699294,1,Month-to-month,0
15699309,4,One year,0
15699325,10,Two year,1
15699335,3,One year,1
15699340,4,One year,0
15699389,7,Two year,1
15699415,6,One year,0
15699430,10,Two year,0
15699446,2,Month-to-month,1
15699450,7,Two year,1
15699461,10,Two year,1
15699467,0,Month-to-month,0
15699486,7,Two year,1
15699492,2,Month-to-month,0
15699507,7,Two year,1
15699515,7,Two year,1
15699523,4,One year,0
15699524,3,One year,0
15699532,8,Two year,1
15699550,9,Two year,1
15699598,4,One year,1
15699619,10,Two year,0
15699634,2,Month-to-month,1
15699637,8,Two year,1
15699753,1,Month-to-month,0
15699772,3,One year,0
15699797,8,Two year,0
15699830,7,Two year,1
15699839,2,Month-to-month,1
15699911,8,Two year,0
15699963,1,Month-to-month,1
15700046,4,One year,0
15700083,2,Month-to-month,0
15700174,0,Month-to-month,0
15700209,9,Two year,1
15700212,10,Two year,0
15700223,4,One year,1
15700255,8,Two year,0
15700263,2,Month-to-month,0
15700300,4,One year,1
15700325,8,Two year,0
15700353,6,One year,0
15700366,3,One year,1
15700383,7,Two year,1
15700394,4,One year,0
15700424,5,One year,1
15700460,4,One year,1
15700476,9,Two year,1
15700487,6,One year,0
15700511,9,Two year,1
15700540,2,Month-to-month,0
15700549,5,One year,1
15700601,1,Month-to-month,1
15700627,2,Month-to-month,0
15700650,3,One year,0
15700654,9,Two year,0
15700656,9,Two year,0
15700657,2,Month-to-month,0
15700693,2,Month-to-month,1
15700696,9,Two year,1
15700710,3,One year,1
15700714,7,Two year,1
15700749,6,One year,1
15700752,6,One year,1
15700772,9,Two year,0
15700801,6,One year,1
15700813,5,One year,0
15700826,1,Month-to-month,1
15700854,8,Two year,0
15700864,0,Month-to-month,0
15700937,5,One year,1
15700946,7,Two year,1
15700964,7,Two year,1
15700965,6,One year,1
15701037,2,Month-to-month,0
15701042,2,Month-to-month,0
15701074,8,Two year,1
15701081,2,Month-to-month,1
15701096,8,Two year,0
15701109,7,Two year,1
15701121,5,One year,1
15701160,4,One year,1
15701164,4,One year,1
15701166,5,One year,1
15701175,8,Two year,1
15701176,5,One year,0
15701200,6,One year,1
15701206,5,One year,0
15701238,1,Month-to-month,0
15701265,1,Month-to-month,1
15701280,3,One year,1
15701281,8,Two year,1
15701291,3,One year,0
15701301,3,One year,0
15701318,9,Two year,1
15701319,6,One year,1
15701333,7,Two year,0
15701352,3,One year,0
15701354,1,Month-to-month,0
15701364,10,Two year,1
15701376,10,Two year,1
15701392,6,One year,1
15701412,4,One year,0
15701439,1,Month-to-month,0
15701522,9,Two year,1
15701524,0,Month-to-month,0
15701537,2,Month-to-month,1
15701555,1,Month-to-month,1
15701602,5,One year,0
15701605,1,Month-to-month,0
15701687,7,Two year,0
15701738,2,Month-to-month,1
15701741,3,One year,0
15701765,0,Month-to-month,0
15701768,3,One year,1
15701809,3,One year,0
15701885,9,Two year,1
15701908,7,Two year,1
15701932,6,One year,1
15701936,10,Two year,0
15701946,4,One year,0
15701962,2,Month-to-month,0
15701972,3,One year,1
15702014,1,Month-to-month,0
15702030,2,Month-to-month,0
15702061,7,Two year,1
15702095,1,Month-to-month,0
15702138,3,One year,0
15702145,7,Two year,1
15702149,1,Month-to-month,1
15702175,4,One year,1
15702190,5,One year,1
15702277,4,One year,1
15702293,7,Two year,1
15702298,8,Two year,0
15702300,5,One year,0
15702337,7,Two year,1
15702377,1,Month-to-month,0
15702380,6,One year,1
15702416,7,Two year,0
15702430,10,Two year,1
15702434,3,One year,0
15702442,9,Two year,1
15702462,6,One year,1
15702464,4,One year,0
15702499,9,Two year,1
15702541,2,Month-to-month,0
15702561,9,Two year,1
15702566,8,Two year,1
15702571,1,Month-to-month,1
15702601,4,One year,1
15702631,2,Month-to-month,1
15702656,1,Month-to-month,0
15702669,2,Month-to-month,1
15702715,10,Two year,1
15702741,8,Two year,0
15702788,9,Two year,0
15702789,5,One year,1
15702801,3,One year,0
15702806,9,Two year,0
15702912,2,Month-to-month,0
15702919,6,One year,0
15702968,3,One year,1
15703019,10,Two year,1
15703037,5,One year,1
15703059,6,One year,1
15703068,8,Two year,1
15703106,5,One year,1
15703117,1,Month-to-month,1
15703119,6,One year,1
15703143,3,One year,1
15703167,8,Two year,0
15703177,2,Month-to-month,1
15703199,3,One year,0
15703205,5,One year,1
15703264,9,Two year,0
15703292,8,Two year,1
15703354,2,Month-to-month,0
15703394,3,One year,0
15703399,5,One year,1
15703413,7,Two year,0
15703437,3,One year,0
15703482,9,Two year,0
15703541,9,Two year,1
15703544,0,Month-to-month,0
15703563,9,Two year,0
15703588,5,One year,0
15703614,5,One year,0
15703682,10,Two year,0
15703707,10,Two year,0
15703728,4,One year,0
15703763,7,Two year,1
15703778,8,Two year,1
15703793,2,Month-to-month,0
15703820,9,Two year,0
15703923,7,Two year,1
15703979,3,One year,0
15704014,7,Two year,0
15704053,3,One year,0
15704081,9,Two year,1
15704144,2,Month-to-month,1
15704160,5,One year,0
15704168,8,Two year,0
15704209,7,Two year,1
15704231,8,Two year,1
15704250,7,Two year,0
15704284,9,Two year,0
15704315,8,Two year,1
15704340,10,Two year,0
15704378,9,Two year,1
15704442,9,Two year,1
15704466,7,Two year,0
15704483,6,One year,0
15704509,8,Two year,0
15704581,2,Month-to-month,1
15704583,2,Month-to-month,0
15704586,7,Two year,1
15704597,7,Two year,1
15704629,1,Month-to-month,1
15704651,1,Month-to-month,0
15704657,3,One year,0
15704681,2,Month-to-month,1
15704746,2,Month-to-month,1
15704763,1,Month-to-month,1
15704769,5,One year,1
15704770,1,Month-to-month,1
15704771,6,One year,1
15704788,8,Two year,0
15704795,6,One year,1
15704819,6,One year,0
15704844,7,Two year,1
15704910,3,One year,0
15704954,0,Month-to-month,1
15704987,8,Two year,0
15705001,3,One year,0
15705009,8,Two year,0
15705034,1,Month-to-month,1
15705050,9,Two year,1
15705085,9,Two year,0
15705113,6,One year,0
15705174,7,Two year,1
15705281,9,Two year,0
15705298,0,Month-to-month,0
15705301,6,One year,1
15705309,5,One year,0
15705313,2,Month-to-month,1
15705343,7,Two year,0
15705352,7,Two year,1
15705379,3,One year,0
15705383,4,One year,1
15705403,3,One year,1
15705448,7,Two year,1
15705458,2,Month-to-month,1
15705506,7,Two year,0
15705512,6,One year,0
15705515,5,One year,0
15705521,0,Month-to-month,0
15705544,3,One year,1
15705620,5,One year,0
15705639,8,Two year,0
15705657,2,Month-to-month,1
15705663,5,One year,1
15705676,9,Two year,0
15705707,8,Two year,0
15705735,3,One year,1
15705739,5,One year,0
15705765,1,Month-to-month,0
15705777,10,Two year,1
15705860,3,One year,0
15705885,2,Month-to-month,1
15705890,7,Two year,0
15705899,0,Month-to-month,1
15705918,8,Two year,1
15705953,0,Month-to-month,0
15705991,9,Two year,0
15705994,10,Two year,0
15706005,2,Month-to-month,0
15706021,1,Month-to-month,0
15706036,10,Two year,1
15706071,0,Month-to-month,1
15706116,8,Two year,0
15706128,1,Month-to-month,0
15706131,9,Two year,0
15706163,4,One year,0
15706170,1,Month-to-month,0
15706185,5,One year,1
15706186,8,Two year,0
15706199,6,One year,0
15706200,2,Month-to-month,0
15706217,7,Two year,1
15706223,2,Month-to-month,1
15706232,9,Two year,1
15706268,1,Month-to-month,1
15706269,8,Two year,1
15706365,9,Two year,1
15706394,7,Two year,1
15706458,5,One year,1
15706463,9,Two year,1
15706464,4,One year,0
15706534,1,Month-to-month,0
15706537,7,Two year,1
15706552,7,Two year,1
15706557,0,Month-to-month,0
15706587,0,Month-to-month,1
15706593,10,Two year,1
15706602,1,Month-to-month,1
15706637,9,Two year,0
15706647,7,Two year,1
15706706,7,Two year,1
15706729,0,Month-to-month,1
15706762,4,One year,1
15706764,1,Month-to-month,0
15706799,4,One year,0
15706810,1,Month-to-month,1
15706815,2,Month-to-month,1
15706899,4,One year,1
15706904,6,One year,1
15707007,8,Two year,0
15707011,10,Two year,0
15707025,5,One year,1
15707042,2,Month-to-month,0
15707078,1,Month-to-month,0
15707110,2,Month-to-month,0
15707114,2,Month-to-month,1
15707120,9,Two year,0
15707132,5,One year,1
15707138,5,One year,1
15707144,6,One year,0
15707189,1,Month-to-month,1
15707199,0,Month-to-month,0
15707219,4,One year,1
15707242,5,One year,0
15707291,8,Two year,1
15707322,2,Month-to-month,0
15707362,1,Month-to-month,1
15707441,8,Two year,1
15707473,6,One year,0
15707479,7,Two year,0
15707488,5,One year,0
15707505,8,Two year,0
15707551,8,Two year,1
15707559,9,Two year,1
15707567,6,One year,0
15707596,8,Two year,1
15707602,2,Month-to-month,1
15707634,2,Month-to-month,1
15707637,1,Month-to-month,0
15707674,2,Month-to-month,0
15707681,9,Two year,1
15707696,5,One year,1
15707861,10,Two year,0
15707918,0,Month-to-month,0
15707962,6,One year,0
15707968,8,Two year,0
15707974,2,Month-to-month,0
15708003,8,Two year,0
15708046,0,Month-to-month,0
15708048,4,One year,0
15708063,2,Month-to-month,0
15708139,1,Month-to-month,0
15708162,1,Month-to-month,1
15708193,2,Month-to-month,0
15708196,8,Two year,1
15708212,7,Two year,0
15708228,3,One year,0
15708236,6,One year,1
15708256,3,One year,0
15708265,10,Two year,1
15708289,3,One year,0
15708357,8,Two year,0
15708362,4,One year,1
15708422,0,Month-to-month,0
15708504,8,Two year,1
15708505,7,Two year,1
15708513,1,Month-to-month,0
15708534,5,One year,0
15708608,8,Two year,1
15708610,9,Two year,0
15708650,2,Month-to-month,1
15708693,2,Month-to-month,0
15708710,0,Month-to-month,1
15708713,3,One year,1
15708714,6,One year,0
15708791,9,Two year,0
15708867,3,One year,0
15708904,9,Two year,0
15708916,0,Month-to-month,0
15708917,10,Two year,1
15709004,5,One year,1
15709016,1,Month-to-month,0
15709117,3,One year,1
15709135,7,Two year,0
15709136,8,Two year,1
15709142,2,Month-to-month,0
15709183,3,One year,1
15709199,1,Month-to-month,1
15709222,3,One year,1
15709232,5,One year,1
15709252,10,Two year,1
15709256,9,Two year,1
15709295,5,One year,1
15709324,7,Two year,0
15709338,1,Month-to-month,1
15709354,2,Month-to-month,1
15709368,6,One year,1
15709387,5,One year,1
15709396,6,One year,1
15709412,6,One year,1
15709441,8,Two year,1
15709447,0,Month-to-month,0
15709451,1,Month-to-month,1
15709459,5,One year,1
15709474,3,One year,1
15709476,3,One year,0
15709478,1,Month-to-month,1
15709487,5,One year,0
15709511,8,Two year,0
15709523,0,Month-to-month,1
15709531,2,Month-to-month,0
15709604,2,Month-to-month,0
15709621,3,One year,1
15709639,5,One year,1
15709643,1,Month-to-month,0
15709653,8,Two year,0
15709737,7,Two year,1
15709741,4,One year,0
15709780,9,Two year,1
15709846,1,Month-to-month,0
15709861,4,One year,1
15709917,3,One year,0
15709920,2,Month-to-month,0
15709928,1,Month-to-month,0
15709941,8,Two year,0
15709994,7,Two year,1
15710012,2,Month-to-month,0
15710034,1,Month-to-month,1
15710053,5,One year,1
15710087,3,One year,0
15710105,3,One year,1
15710111,6,One year,0
15710138,6,One year,1
15710161,2,Month-to-month,1
15710164,7,Two year,0
15710206,4,One year,0
15710257,3,One year,1
15710295,6,One year,0
15710315,4,One year,0
15710316,5,One year,1
15710365,0,Month-to-month,0
15710366,1,Month-to-month,1
15710375,6,One year,0
15710390,6,One year,1
15710397,4,One year,0
15710404,10,Two year,1
15710408,3,One year,1
15710421,8,Two year,0
15710424,4,One year,1
15710450,7,Two year,1
15710456,2,Month-to-month,0
15710527,4,One year,1
15710543,1,Month-to-month,1
15710553,3,One year,1
15710671,3,One year,0
15710687,0,Month-to-month,0
15710689,6,One year,0
15710726,8,Two year,1
15710743,0,Month-to-month,1
15710825,7,Two year,0
15710853,5,One year,0
15710928,8,Two year,1
15710978,2,Month-to-month,1
15711015,4,One year,1
15711028,1,Month-to-month,1
15711062,5,One year,1
15711130,2,Month-to-month,0
15711181,4,One year,1
15711218,2,Month-to-month,0
15711219,8,Two year,1
15711249,4,One year,0
15711251,1,Month-to-month,0
15711254,7,Two year,0
15711287,5,One year,0
15711288,6,One year,0
15711299,8,Two year,1
15711309,3,One year,0
15711314,1,Month-to-month,0
15711316,2,Month-to-month,1
15711352,3,One year,1
15711378,4,One year,0
15711386,6,One year,1
15711396,8,Two year,1
15711398,6,One year,0
15711446,3,One year,0
15711455,4,One year,0
15711457,7,Two year,1
15711468,7,Two year,1
15711489,2,Month-to-month,1
15711521,3,One year,1
15711540,2,Month-to-month,1
15711571,5,One year,0
15711572,9,Two year,0
15711602,3,One year,1
15711618,1,Month-to-month,0
15711635,6,One year,0
15711687,4,One year,1
15711716,1,Month-to-month,0
15711733,4,One year,1
15711742,4,One year,1
15711750,6,One year,1
15711759,5,One year,1
15711789,3,One year,0
15711825,1,Month-to-month,0
15711834,6,One year,0
15711843,1,Month-to-month,0
15711889,3,One year,0
15711901,2,Month-to-month,1
15711921,5,One year,1
15711977,4,One year,0
15711991,8,Two year,0
15712068,8,Two year,1
15712121,5,One year,0
15712176,8,Two year,1
15712199,2,Month-to-month,1
15712264,10,Two year,1
15712287,4,One year,1
15712303,4,One year,1
15712319,8,Two year,1
15712403,1,Month-to-month,0
15712409,6,One year,1
15712483,4,One year,0
15712536,3,One year,0
15712543,7,Two year,1
15712551,7,Two year,0
15712568,10,Two year,0
15712584,7,Two year,1
15712596,4,One year,0
15712608,2,Month-to-month,1
15712772,3,One year,1
15712777,4,One year,0
15712807,3,One year,1
15712813,3,One year,1
15712825,9,Two year,1
15712849,3,One year,0
15712877,1,Month-to-month,0
15712903,3,One year,1
15712930,1,Month-to-month,0
15712938,3,One year,1
15712960,3,One year,1
15713043,6,One year,1
15713094,8,Two year,1
15713144,8,Two year,0
15713160,7,Two year,0
15713250,8,Two year,1
15713267,5,One year,1
15713346,10,Two year,1
15713347,6,One year,0
15713354,6,One year,0
15713370,8,Two year,0
15713374,9,Two year,1
15713378,10,Two year,0
15713379,4,One year,1
15713426,1,Month-to-month,0
15713440,1,Month-to-month,1
15713463,2,Month-to-month,0
15713479,6,One year,0
15713483,2,Month-to-month,0
15713505,1,Month-to-month,1
15713517,6,One year,0
15713532,4,One year,0
15713559,5,One year,1
15713578,9,Two year,1
15713594,7,Two year,0
15713596,1,Month-to-month,1
15713599,10,Two year,1
15713604,9,Two year,1
15713608,5,One year,1
15713621,10,Two year,1
15713632,5,One year,0
15713637,2,Month-to-month,0
15713644,5,One year,0
15713655,10,Two year,1
15713673,1,Month-to-month,1
15713769,7,Two year,1
15713770,3,One year,0
15713774,6,One year,0
15713819,3,One year,1
15713826,0,Month-to-month,0
15713843,2,Month-to-month,1
15713845,7,Two year,0
15713853,9,Two year,1
15713854,6,One year,0
15713890,3,One year,1
15713912,8,Two year,1
15713949,1,Month-to-month,0
15713975,10,Two year,0
15713983,5,One year,0
15714006,2,Month-to-month,1
15714046,3,One year,1
15714057,4,One year,0
15714062,9,Two year,0
15714080,2,Month-to-month,0
15714087,5,One year,0
15714227,7,Two year,1
15714240,5,One year,0
15714241,9,Two year,0
15714256,7,Two year,1
15714260,2,Month-to-month,0
15714355,8,Two year,1
15714380,5,One year,0
15714391,2,Month-to-month,1
15714397,2,Month-to-month,1
15714431,1,Month-to-month,1
15714466,5,One year,0
15714485,5,One year,0
15714493,6,One year,1
15714567,6,One year,0
15714575,8,Two year,1
15714586,3,One year,1
15714610,2,Month-to-month,1
15714634,4,One year,0
15714642,7,Two year,0
15714658,4,One year,1
15714680,5,One year,1
15714689,1,Month-to-month,1
15714750,3,One year,0
15714789,7,Two year,1
15714832,9,Two year,0
15714874,3,One year,1
15714877,10,Two year,0
15714883,2,Month-to-month,1
15714920,7,Two year,1
15714939,4,One year,1
15714970,0,Month-to-month,0
15714981,4,One year,1
15714993,9,Two year,0
15715003,2,Month-to-month,1
15715031,6,One year,1
15715047,9,Two year,0
15715078,6,One year,1
15715079,9,Two year,0
15715117,6,One year,0
15715142,7,Two year,1
15715160,2,Month-to-month,1
15715184,4,One year,0
15715199,5,One year,1
15715208,10,Two year,1
15715297,2,Month-to-month,1
15715345,6,One year,0
15715394,4,One year,1
15715414,6,One year,0
15715465,7,Two year,0
15715510,2,Month-to-month,1
15715512,1,Month-to-month,1
15715519,5,One year,0
15715527,4,One year,0
15715532,4,One year,1
15715541,9,Two year,1
15715597,1,Month-to-month,0
15715622,3,One year,1
15715638,3,One year,1
15715643,8,Two year,1
15715667,7,Two year,0
15715673,4,One year,0
15715707,3,One year,1
15715709,4,One year,1
15715715,2,Month-to-month,1
15715744,7,Two year,1
15715745,5,One year,1
15715750,2,Month-to-month,0
15715769,2,Month-to-month,1
15715796,0,Month-to-month,1
15715877,2,Month-to-month,0
15715888,2,Month-to-month,1
15715907,9,Two year,0
15715920,10,Two year,1
15715939,0,Month-to-month,0
15715941,5,One year,1
15715951,2,Month-to-month,0
15715988,2,Month-to-month,1
15716000,2,Month-to-month,1
15716023,1,Month-to-month,1
15716024,5,One year,0
15716041,9,Two year,1
15716082,6,One year,0
15716085,8,Two year,0
15716134,5,One year,1
15716155,5,One year,0
15716164,3,One year,0
15716186,2,Month-to-month,0
15716218,3,One year,1
15716236,10,Two year,0
15716276,2,Month-to-month,0
15716284,9,Two year,1
15716324,9,Two year,1
15716328,2,Month-to-month,0
15716334,2,Month-to-month,1
15716347,7,Two year,1
15716357,4,One year,1
15716381,7,Two year,1
15716420,5,One year,1
15716431,10,Two year,1
15716449,9,Two year,0
15716491,4,One year,1
15716501,9,Two year,1
15716518,4,One year,0
15716605,7,Two year,0
15716608,2,Month-to-month,0
15716609,3,One year,0
15716619,3,One year,1
15716728,10,Two year,1
15716781,7,Two year,1
15716800,2,Month-to-month,1
15716822,5,One year,1
15716835,8,Two year,1
15716926,10,Two year,0
15716984,4,One year,0
15716994,3,One year,0
15717010,5,One year,1
15717046,3,One year,1
15717056,7,Two year,0
15717065,8,Two year,0
15717138,6,One year,0
15717156,3,One year,1
15717164,6,One year,1
15717185,8,Two year,1
15717191,1,Month-to-month,1
15717225,10,Two year,0
15717231,4,One year,0
15717286,8,Two year,0
15717290,2,Month-to-month,1
15717307,5,One year,0
15717328,4,One year,0
15717398,7,Two year,0
15717426,7,Two year,1
15717489,9,Two year,0
15717498,6,One year,1
15717527,9,Two year,0
15717560,0,Month-to-month,0
15717629,6,One year,1
15717643,6,One year,1
15717700,9,Two year,1
15717706,3,One year,1
15717736,10,Two year,1
15717770,7,Two year,0
15717879,5,One year,1
15717893,8,Two year,0
15717898,2,Month-to-month,1
15717935,3,One year,1
15717937,5,One year,0
15717962,9,Two year,1
15717984,9,Two year,0
15717995,0,Month-to-month,1
15718039,0,Month-to-month,1
15718057,2,Month-to-month,0
15718064,2,Month-to-month,0
15718071,3,One year,1
15718106,6,One year,0
15718153,6,One year,1
15718216,3,One year,0
15718231,0,Month-to-month,1
